iterID,A,B,C,D,E,F,ParetoGPApproximation_Stress,ParetoGPApproximation_Modulus,ParetoGPApproximation_Toughness,ParetoFamily
2,0.0008,0.3478,0.0009,0.0004,0.0042,0.6451,614.8814,2.5649,64356.7011,-1
2,0.0048,0.1607,0.0261,0.0017,0.0055,0.7751,453.7221,3.434,72045.7169,-1
2,0.0013,0.2859,0,0.0004,0.0007,0.7117,521.0561,3.0152,69363.4705,-1
2,0.0047,0.3574,0.0282,0,0.0032,0.5784,631.5971,2.2127,63436.9297,-1
2,0.0013,0.2851,0,0.0002,0.0042,0.7092,521.1626,2.9979,69190.1107,-1
2,0.0019,0.1638,0.0044,0.0011,0.0041,0.8203,452.2523,3.4668,70948.744,-1
2,0.0087,0.3627,0.003,0.237,0.0378,0.3477,576.2736,1.7529,84355.9851,-1
2,0.1524,0.3624,0.012,0.0384,0.0306,0.3924,592.2981,1.5342,77922.3194,-1
2,0.0041,0.1506,0.0132,0.4777,0.0137,0.3276,544.7246,2.5422,91704.3114,-1
2,0.0113,0.3463,0.0007,0.288,0.0121,0.3409,570.3968,2.0084,86301.9444,-1
2,0.003,0.2513,0,0.0001,0.0048,0.7408,497.7561,3.2118,70972.8186,-1
2,0.0127,0.3498,0,0.291,0.0113,0.3352,569.9796,2.017,86647.2095,-1
2,0.1221,0.1419,0.0035,0.3814,0.015,0.3327,540.1609,2.4288,93654.8344,-1
2,0.0013,0.3368,0.0009,0.0001,0.0018,0.6582,600.01,2.649,65310.8688,-1
2,0.0078,0.077,0.0487,0.0001,0.0125,0.8052,390.8543,3.517,71748.2839,-1
2,0.0017,0.1847,0,0.001,0.0056,0.8071,461.8154,3.4526,71211.5751,-1
2,0.0014,0.3277,0.0008,0.0006,0.0028,0.6658,586.4078,2.699,65901.5663,-1
2,0.0627,0.3664,0.0294,0.0686,0.0593,0.3843,585.4955,1.6765,76620.2694,-1
2,0.0386,0.3441,0.0013,0.2629,0.0265,0.3254,568.1316,1.8445,87538.3437,-1
2,0.0597,0.117,0.0025,0.4639,0.0142,0.3403,535.2005,2.5293,93271.1075,-1
2,0.0364,0.3631,0.02,0.074,0.1015,0.3849,588.3704,1.6485,77531.5782,-1
2,0.0013,0.331,0.0447,0.0107,0.0043,0.5633,604.7822,2.1799,65203.2067,-1
2,0.2958,0.1147,0.0009,0.2573,0.0101,0.3203,512.64,1.7574,94591.1172,-1
2,0.0041,0.3489,0.0007,0.2901,0.0122,0.3434,571.3521,2.0235,85894.6263,-1
2,0.0176,0.1477,0.0056,0,0.0057,0.8178,447.2031,3.4669,71027.5187,-1
2,0.2091,0.3519,0.0008,0.0199,0.0822,0.3354,579.1349,1.3984,86891.3561,-1
2,0.0012,0.2949,0.0009,0.0001,0.0029,0.6992,533.3556,2.9291,68472.2513,-1
2,0.113,0.0611,0.0018,0.4743,0.0025,0.3454,471.2711,2.5194,93439.5885,-1
2,0.005,0.3523,0.0028,0.2486,0.0314,0.3573,576.6692,1.8087,83948.7222,-1
2,0.1702,0.3541,0.0046,0.0221,0.0252,0.4192,598.7146,1.441,75325.3467,-1
2,0.0014,0.2784,0,0.0016,0.0043,0.7142,514.8515,3.0345,69537.3979,-1
2,0.0005,0.2562,0.0001,0.0005,0.0065,0.7361,500.0351,3.1827,70778.3489,-1
2,0.2864,0.3489,0.0031,0.0014,0.049,0.3082,573.0638,1.3136,88285.254,-1
2,0.012,0.3679,0.0203,0.075,0.0843,0.4203,597.3017,1.637,72822.9771,-1
2,0.0058,0.3232,0.0731,0.0057,0.0215,0.4976,575.9334,1.8813,69364.1903,-1
2,0.0405,0.3173,0,0.3021,0.0129,0.3272,556.5619,2.0633,88974.7263,-1
2,0.0014,0.3551,0.0479,0.0184,0.0046,0.5246,618.2776,1.9388,66176.5921,-1
2,0.1314,0.3452,0.0299,0.0732,0.0029,0.3874,583.7546,1.6691,77829.5487,-1
2,0.0028,0.2891,0,0.0001,0.0044,0.7036,526.2007,2.9584,68794.0351,-1
2,0.0251,0.3457,0.0003,0.2985,0.0034,0.3267,567.2454,2.0417,87457.7241,-1
2,0.091,0.3612,0.0012,0.0093,0.0822,0.4538,609.8359,1.4142,70700.521,-1
2,0.0156,0.3515,0.0399,0.0724,0.0808,0.4,586.2274,1.7042,74633.8863,-1
2,0.0014,0.339,0,0.0009,0.0038,0.6549,603.3605,2.625,65055.0182,-1
2,0.2315,0.0691,0.0031,0.3415,0.008,0.3437,470.8766,2.2722,94296.6303,-1
2,0.0574,0.146,0.0048,0.4462,0.0137,0.3273,544.1238,2.5184,92959.591,-1
2,0.0672,0.3216,0.0015,0.2726,0.0035,0.3321,560.0557,1.9056,88527.3073,-1
2,0.0023,0.3029,0,0,0.0042,0.6906,545.1066,2.8656,67808.4382,-1
2,0.0012,0.3092,0,0.0007,0.0006,0.6883,553.7975,2.8492,67615.6469,-1
2,0.0014,0.3559,0.0141,0.0001,0.0007,0.6138,628.9906,2.4129,63096.1712,-1
2,0.0775,0.1396,0.0049,0.4367,0.0106,0.3257,541.8052,2.5069,93113.1053,-1
2,0.0199,0.3201,0.0027,0.3498,0.0037,0.3011,552.5768,2.2489,88622.4653,-1
2,0.0023,0.0842,0.0611,0,0.0036,0.7877,398.7194,3.5103,71667.2317,-1
2,0.0662,0.349,0.0388,0.0167,0.0072,0.4835,608.097,1.6857,67866.8183,-1
2,0.0026,0.1404,0.009,0.0003,0.0055,0.8333,440.0746,3.4698,70597.8112,-1
2,0.137,0.3419,0.024,0.0608,0.035,0.3772,581.5466,1.6318,79908.7076,-1
2,0.0018,0.1891,0.0168,0.0043,0.0055,0.7658,465.5496,3.3809,71834.0006,-1
2,0.0038,0.243,0,0.0001,0.0042,0.7489,494.1245,3.2598,71242.3635,-1
2,0.0647,0.3375,0.0026,0.2624,0.0106,0.3197,564.9843,1.8254,88132.9713,-1
2,0.0057,0.3616,0.0133,0.0403,0.0072,0.5586,633.435,2.0488,63231.9824,-1
2,0.0855,0.3496,0.0141,0.105,0.0454,0.3862,587.0478,1.6176,79211.1314,-1
2,0.0515,0.3671,0.0025,0.1068,0.1369,0.3329,578.0635,1.6211,85391.7552,-1
2,0.0057,0.1389,0.0229,0.0073,0.0087,0.7936,443.8473,3.4679,71909.2691,-1
2,0.0023,0.2308,0,0.0001,0.0036,0.7632,488.1332,3.3331,71531.5474,-1
2,0.0018,0.3117,0,0,0.0039,0.6826,558.978,2.8094,67185.1569,-1
2,0.0395,0.313,0,0.3164,0.0126,0.3187,552.8573,2.1244,89432.6865,-1
2,0.1806,0.0847,0.0017,0.3728,0.0125,0.346,496.8481,2.4039,94069.7519,-1
2,0.1685,0.3681,0,0.0001,0.0443,0.419,600.6542,1.3328,74855.6731,-1
2,0.0019,0.2101,0.0086,0.0055,0.0043,0.761,477.7407,3.3419,71630.3695,-1
2,0.0105,0.3474,0.0488,0.0014,0.0071,0.5361,616.2391,1.9808,65975.7376,-1
2,0.1107,0.0935,0.0015,0.4104,0.0404,0.342,510.2796,2.4817,93680.8704,-1
2,0.0127,0.148,0.0033,0.4644,0.0045,0.3639,548.2099,2.5149,91328.6883,-1
2,0.1769,0.1032,0.0018,0.3651,0.0122,0.3389,515.6228,2.3768,94218.462,-1
2,0.0014,0.2758,0,0.0004,0.0007,0.7218,511.237,3.0862,70026.9414,-1
2,0.0011,0.3455,0,0.0012,0.0027,0.6495,611.3922,2.5903,64644.0829,-1
2,0.0079,0.0776,0.0491,0.0001,0.0043,0.8119,390.1018,3.5208,71584.6725,-1
2,0.1619,0.3535,0,0.0342,0.0425,0.4079,595.2756,1.4683,77276.9987,-1
2,0.0013,0.3584,0,0.0008,0.0044,0.6351,624.0645,2.4981,63650.3492,-1
2,0.1212,0.3588,0.0017,0.023,0.028,0.4657,612.0961,1.487,69703.9448,-1
2,0.1494,0.3728,0.0056,0.0271,0.0308,0.4088,596.3281,1.4702,75581.3258,-1
2,0.1957,0.3572,0.0082,0.0365,0.0125,0.3818,589.6055,1.5108,80272.4873,-1
2,0.0782,0.3649,0.0032,0.0283,0.1521,0.37,587.897,1.4525,81306.6271,-1
2,0.0025,0.3248,0,0.3355,0,0.3371,560.6572,2.2696,87833.2815,-1
2,0.0066,0.1489,0.0033,0.4671,0.0047,0.3661,548.4119,2.5115,91070.3986,-1
2,0.0014,0.3662,0,0.0001,0.0007,0.6315,627.0898,2.474,63370.0125,-1
2,0.0015,0.2583,0,0.0011,0.0039,0.7351,500.8424,3.1763,70735.6693,-1
2,0.0023,0.2322,0,0.0001,0.0045,0.7609,488.9791,3.3223,71497.4947,-1
2,0.0038,0.2462,0,0.0001,0.0042,0.7457,495.5333,3.241,71143.5165,-1
2,0.0014,0.2993,0,0.0001,0.0042,0.6949,539.4638,2.8962,68136.4871,-1
2,0.0013,0.3525,0.0011,0.0001,0.0024,0.6415,619.4283,2.5423,64094.4134,-1
2,0.3216,0.4936,0.0303,0.0134,0.087,0.0237,597.1483,1.1036,82592.4036,-1
2,0.0013,0.3266,0,0.0003,0.0006,0.6712,582.8973,2.7312,66276.5533,-1
2,0.0034,0.274,0,0.0001,0.0052,0.7172,511.437,3.0551,69739.1704,-1
2,0.0335,0.3556,0.0406,0.0725,0.051,0.4063,588.3043,1.7082,73866.331,-1
2,0.0012,0.3036,0,0.0002,0.0006,0.6944,544.635,2.892,68086.2049,-1
2,0.0047,0.361,0.0413,0.0083,0.024,0.5195,621.7707,1.8551,65816.133,-1
2,0.0013,0.3339,0,0.0001,0.0018,0.6628,595.0216,2.6758,65635.4021,-1
2,0.0105,0.3622,0.0344,0.0188,0.0047,0.5351,627.423,1.9484,64804.0469,-1
2,0.0813,0.3495,0.0147,0,0.0168,0.523,623.0909,1.7356,65156.0057,-1
2,0.1702,0.3613,0.0027,0.0238,0.128,0.3113,576.0826,1.4293,87092.0694,-1
2,0.002,0.2747,0,0.0001,0.0041,0.7191,511.3506,3.0679,69857.625,-1
2,0.009,0.1717,0.0231,0.0053,0.0045,0.7633,459.3487,3.3817,71881.0937,-1
2,0.0092,0.1487,0.0033,0.4694,0.036,0.3301,546.2787,2.534,92654.3466,-1
2,0.0059,0.3414,0,0.2532,0.0172,0.3823,578.144,1.8184,81582.0961,-1
2,0.0263,0.3135,0.0007,0.3156,0.014,0.3292,554.8008,2.1453,88923.6293,-1
2,0.0047,0.3743,0.0307,0.0724,0.0814,0.4059,588.8732,1.6828,73299.8456,-1
2,0.1864,0.0905,0.0008,0.3666,0.0172,0.3378,501.8561,2.3778,94281.1792,-1
2,0.0282,0.3145,0,0.3249,0.0061,0.3263,554.6633,2.1921,89085.591,-1
2,0.0204,0.3172,0.0007,0.3193,0.0149,0.3269,556.1709,2.1613,88820.657,-1
2,0.0086,0.1395,0.0031,0.4984,0.0042,0.3431,547.7021,2.5221,92634.7978,-1
2,0.1673,0.3573,0.0083,0.0218,0.0248,0.4122,597.6171,1.4529,75804.9189,-1
2,0.0022,0.2951,0,0,0.0039,0.6988,533.5971,2.9235,68429.8378,-1
2,0.0013,0.3352,0,0.0001,0.0019,0.6616,596.8575,2.6677,65541.4259,-1
2,0.0047,0.3599,0.0142,0,0.0031,0.6039,632.275,2.3461,62831.1842,-1
2,0.206,0.3571,0.0012,0.0105,0.0834,0.3404,581.3918,1.3496,86071.7506,-1
2,0.0018,0.3467,0.0001,0.0002,0.0037,0.6474,613.1731,2.5765,64496.9154,-1
2,0.0013,0.3624,0.0009,0.0001,0.0018,0.6328,626.2276,2.4855,63493.9147,-1
2,0.2609,0.5043,0.0379,0.005,0.1528,0.0012,595.747,1.0152,83248.7001,-1
2,0.1751,0.3289,0,0.1724,0.0002,0.3235,563.9817,1.5614,89187.2216,-1
2,0.0021,0.2502,0,0,0.0033,0.7444,496.7808,3.2334,71110.4112,-1
2,0.2202,0.3497,0.0031,0.042,0.0259,0.356,582.1588,1.5131,84848.474,-1
2,0.2582,0.499,0.0355,0.0049,0.1512,0.0156,596.8625,1.037,83127.9156,-1
2,0.0042,0.3502,0.0374,0,0.0028,0.5681,625.2056,2.1702,64278.1866,-1
2,0.1682,0.3501,0.0045,0.066,0.0094,0.3973,591.0467,1.5766,78785.7952,-1
2,0.0092,0.1318,0.0411,0.0008,0.0024,0.7736,438.7986,3.4529,72086.6993,-1
2,0.1239,0.3497,0.0171,0.0638,0.0575,0.3709,584.0616,1.62,81011.6683,-1
2,0.0018,0.3227,0,0.0003,0.0038,0.6713,577.7011,2.733,66314.7712,-1
2,0.0601,0.3115,0.042,0.0101,0.004,0.5301,578.5634,1.9191,66594.2357,-1
2,0.0248,0.3399,0.0003,0.2801,0.0334,0.3212,565.4145,1.9262,87953.7258,-1
2,0.0502,0.3552,0.0176,0.0732,0.0759,0.4103,594.7004,1.6245,75085.2874,-1
2,0.0058,0.1418,0.0234,0.0075,0.0089,0.7893,445.9399,3.4607,71961.7559,-1
2,0.2191,0.133,0.0003,0.317,0.005,0.3253,531.5288,2.1233,94389.8488,-1
2,0.0871,0.3595,0.0076,0.1355,0.0124,0.3903,589.2518,1.5656,78833.9778,-1
2,0.004,0.2105,0.0047,0,0.0034,0.7727,477.1616,3.3838,71687.4425,-1
2,0.0055,0.3475,0.0323,0.0387,0.007,0.5368,620.6067,1.9725,64999.0457,-1
2,0.0774,0.3525,0.0194,0.0719,0.0568,0.4027,591.9262,1.6318,76172.9329,-1
2,0.0217,0.3576,0.0008,0.258,0.0017,0.3593,577.2448,1.8573,83698.3289,-1
2,0.1654,0.3612,0,0.0001,0.0621,0.4112,598.4854,1.3225,76275.6224,-1
3,0.3442,0.2799,0.0271,0.0019,0.0048,0.315,510.6497,1.6455,88270.4224,-1
3,0.0955,0.5392,0.0151,0.1035,0.2006,0.031,598.1792,0.9691,76300.5867,-1
3,0.0984,0.5526,0.0155,0.1061,0.1802,0.0317,598.2098,0.9795,76246.9613,-1
3,0.0703,0.2576,0.1515,0.0029,0.0002,0.366,426.3657,2.1015,75094.4816,-1
3,0.2674,0.2662,0.0358,0.0846,0,0.3101,523.2371,1.6159,87008.8836,-1
3,0.3378,0.4615,0.0893,0.0055,0.0117,0.0048,542.332,1.4336,84663.0406,-1
3,0.0751,0.2474,0.1485,0.0031,0.0003,0.377,435.044,2.1005,76450.7708,-1
3,0.0692,0.2582,0.1463,0.0032,0.0049,0.3719,437.8475,2.0987,76603.762,-1
3,0.1211,0.5587,0.0217,0.1016,0.145,0.0301,597.9171,1.0077,77193.0752,-1
3,0.0725,0.2657,0.1403,0.003,0.0003,0.378,450.7666,2.0956,78095.1074,-1
3,0.0709,0.2601,0.1437,0.0024,0.0029,0.3764,444.051,2.0979,77394.0765,-1
3,0.0628,0.2641,0.1435,0.003,0.0054,0.3777,445.4105,2.096,77485.4735,-1
3,0.1299,0.2253,0.1281,0.0021,0.0037,0.3828,465.6214,2.0733,80087.7606,-1
3,0.2654,0.5573,0.0803,0.0026,0.0047,0.0094,563.9168,1.4198,84127.7898,-1
3,0.0134,0.3008,0.0649,0.1712,0.0161,0.3687,548.4324,1.8408,79944.7767,-1
3,0.0621,0.2824,0.1374,0.0018,0.0046,0.3742,455.792,2.0914,78265.6434,-1
3,0.0152,0.344,0.1279,0.0031,0.004,0.3779,476.9099,2.0721,78866.1528,-1
3,0.0436,0.2802,0.1474,0.0065,0.0018,0.373,440.2517,2.0999,76334.3693,-1
3,0.051,0.2934,0.1369,0.0018,0.0072,0.3728,457.493,2.0895,78131.4169,-1
3,0.3046,0.5167,0.0412,0.0534,0.0118,0.0312,589.6463,1.1705,84082.1029,-1
3,0.2704,0.5149,0.0745,0.0271,0.0056,0.0329,568.4097,1.3754,85158.9929,-1
3,0.3085,0.5039,0.0815,0.0128,0.0073,0.0044,556.9771,1.4266,84938.8168,-1
3,0.3508,0.2834,0.0048,0.0207,0.0056,0.3299,511.7077,1.7265,87504.8788,-1
3,0.2823,0.5564,0.0596,0.0025,0.008,0.0316,579.131,1.3267,84356.1434,-1
3,0.2914,0.2464,0.0543,0.0218,0.0033,0.3284,513.4728,1.7742,87101.8566,-1
3,0.0482,0.2971,0.1349,0.0072,0.0034,0.3744,462.5723,2.086,78503.4022,-1
3,0.2673,0.5565,0.0279,0.0924,0,0.028,596.7607,1.0693,82050.8052,-1
3,0.269,0.5302,0.0652,0.0397,0.0051,0.0255,577.1645,1.3381,84453.2119,-1
3,0.0263,0.3454,0.1302,0.0018,0.0037,0.3623,468.8593,2.0791,77537.0016,-1
3,0.1378,0.5474,0.0241,0.0978,0.1396,0.0292,597.7249,1.0175,78034.2756,-1
3,0.2327,0.573,0.0208,0.0725,0.0515,0.0287,597.0908,1.0475,80440.5037,-1
3,0.1395,0.2466,0.1093,0.0023,0.0045,0.3885,495.1452,2.0271,82730.0548,-1
3,0.2661,0.5234,0.0825,0.0073,0.0055,0.0325,562.1688,1.4016,85326.1164,-1
3,0.2686,0.5443,0.0782,0.0096,0.0048,0.0163,566.4025,1.4073,84575.1693,-1
3,0.1633,0.2583,0.0577,0.135,0,0.3281,536.3619,1.7584,83916.5762,-1
3,0.0327,0.3075,0.0869,0.0921,0.0064,0.3875,534.3105,1.9439,82210.8055,-1
3,0.3133,0.3028,0.0009,0.0651,0.0117,0.3053,514.1038,1.7484,87323.584,-1
3,0.3499,0.2846,0.0145,0.0112,0.0049,0.3203,512.2181,1.6859,88193.1603,-1
3,0.3268,0.3121,0.0017,0.0342,0.0122,0.3112,510.3902,1.7525,87638.5386,-1
3,0.067,0.3099,0.1234,0.0057,0.001,0.3698,479.255,2.0676,79856.0809,-1
3,0.2046,0.5651,0.0212,0.0832,0.0756,0.0293,597.5576,1.0354,79756.4701,-1
3,0.063,0.3052,0.1277,0.0021,0.0025,0.3718,472.3753,2.0767,79408.9,-1
3,0.2485,0.252,0.0289,0.106,0.0127,0.323,529.8217,1.6243,86176.2182,-1
3,0.2983,0.5636,0.0238,0.0621,0,0.0283,596.6016,1.0736,82309.1199,-1
3,0.303,0.5235,0.0274,0.0705,0.0053,0.043,593.3757,1.0883,83561.4551,-1
3,0.013,0.2938,0.062,0.1966,0.0157,0.3569,549.7685,1.8081,79190.7141,-1
3,0.2811,0.2346,0.0586,0.0038,0.0041,0.3592,518.5675,1.8568,86013.3403,-1
3,0.1499,0.2574,0.0613,0.1135,0.0062,0.3504,538.0175,1.8318,83699.5296,-1
3,0.0444,0.2871,0.1211,0.0458,0.0016,0.3789,490.7528,2.043,80621.246,-1
3,0.1419,0.5405,0.0215,0.1007,0.1438,0.03,597.8599,1.0045,78094.7884,-1
3,0.3029,0.4962,0.08,0.0049,0.0089,0.027,560.0445,1.4058,85637.9716,-1
3,0.0451,0.2725,0.0907,0.1188,0.0067,0.3756,535.2366,1.9529,82182.0332,-1
3,0.2474,0.5827,0.0707,0.0095,0.0052,0.0138,572.5201,1.3843,82907.673,-1
3,0.3186,0.2812,0.0224,0.0287,0.0029,0.3237,517.2273,1.6592,88038.6904,-1
3,0.0821,0.258,0.1378,0.0029,0.0036,0.3777,453.3321,2.0911,78527.3767,-1
3,0.2878,0.5177,0.0592,0.0268,0.0157,0.0337,578.3826,1.3073,84848.5416,-1
3,0.2857,0.2433,0.041,0.0464,0.011,0.3316,521.0615,1.6881,87149.3034,-1
3,0.2983,0.4873,0.0894,0.0096,0.0102,0.016,551.1717,1.4177,85299.4662,-1
3,0.0682,0.2934,0.1287,0.0021,0.004,0.3749,470.4688,2.0775,79595.4866,-1
3,0.3164,0.243,0.0312,0.0455,0.0124,0.3202,517.4192,1.6352,87727.7084,-1
3,0.3239,0.2301,0.0528,0.0148,0.0023,0.3233,508.6366,1.7525,87263.695,-1
3,0.1487,0.2816,0.0466,0.1168,0.0026,0.3571,540.4275,1.7357,83016.6666,-1
3,0.2583,0.5437,0.0388,0.0821,0.0132,0.025,593.6354,1.1367,82633.9352,-1
3,0.0334,0.3093,0.0778,0.1181,0.0016,0.382,541.2665,1.9187,81813.1849,-1
3,0.2902,0.5377,0.056,0.027,0.0162,0.0169,581.6386,1.2985,84025.7822,-1
3,0.2638,0.5566,0.0506,0.0405,0.0106,0.0273,587.0231,1.2477,83369.0301,-1
3,0.0546,0.2942,0.1357,0.002,0.0041,0.3737,459.8085,2.0892,78392.165,-1
3,0.2996,0.4803,0.0845,0.0083,0.0062,0.0366,554.1904,1.4006,85699.3428,-1
3,0.2718,0.5627,0.0311,0.0682,0.004,0.0311,595.4202,1.1019,82439.0168,-1
3,0.2523,0.5462,0.0366,0.0815,0.0254,0.0214,594.2165,1.1189,82173.4551,-1
3,0.2709,0.5156,0.0716,0.0325,0.0008,0.037,570.5002,1.3605,85130.6406,-1
3,0.1334,0.5541,0.0215,0.0936,0.1438,0.032,597.8495,1.014,77732.8722,-1
3,0.0131,0.2961,0.0643,0.1867,0.0159,0.3596,549.6803,1.8276,79563.215,-1
3,0.1063,0.2966,0.103,0.0138,0.0039,0.3735,506.3461,2.0177,82688.0051,-1
3,0.3214,0.5418,0.0431,0.0056,0.007,0.038,586.1314,1.2149,84510.9951,-1
3,0.0782,0.2828,0.1208,0.0163,0.0056,0.3755,483.9567,2.0547,80830.9562,-1
3,0.0474,0.3371,0.12,0.0029,0.0003,0.3722,485.8427,2.0601,79846.4148,-1
3,0.1095,0.2617,0.1112,0.0294,0.0053,0.3716,496.6175,2.0308,81990.5683,-1
3,0.0463,0.3033,0.1357,0.0071,0.0033,0.3687,460.0383,2.0878,77919.852,-1
3,0.0122,0.3099,0.059,0.1976,0.0154,0.3469,550.3176,1.7768,78738.3406,-1
